,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09
117,,,0.0,6.0,6.0,0.0,9.0,12.0,5.0,5.0,4.0,2.0,1.0,0.0,9.0,14.0,6.0,1.0,0.0,0.0,3.0,7.0,17.0,23.0,19.0,19.0,15.0,6.0,10.0,12.0
118,,,0.0,3.0,3.0,0.0,3.0,23.0,40.0,38.0,26.0,18.0,18.0,16.0,15.0,26.0,28.0,22.0,19.0,12.0,14.0,8.0,41.0,56.0,31.0,41.0,45.0,20.0,14.0,29.0
119,,,3.0,0.0,0.0,0.0,1.0,20.0,36.0,27.0,20.0,22.0,21.0,11.0,9.0,20.0,27.0,25.0,26.0,24.0,15.0,6.0,33.0,55.0,44.0,42.0,40.0,20.0,20.0,33.0
120,,,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,7.0,5.0,6.0,6.0,6.0,6.0,8.0,7.0,5.0,5.0,4.0,9.0,13.0,13.0,15.0,16.0,10.0,4.0,5.0,18.0
121,,,0.0,1.0,1.0,0.0,0.0,10.0,10.0,-10.0,-10.0,7.0,47.0,41.0,5.0,22.0,18.0,40.0,48.0,13.0,8.0,4.0,12.0,25.0,43.0,44.0,16.0,1.0,20.0,20.0
122,,,4.0,10.0,10.0,0.0,10.0,23.0,31.0,26.0,121.0,130.0,40.0,32.0,52.0,131.0,88.0,248.0,332.0,131.0,57.0,53.0,135.0,217.0,210.0,164.0,96.0,17.0,120.0,121.0
123,,,-1.0,1.0,2.0,0.0,2.0,4.0,3.0,5.0,6.0,2.0,7.0,11.0,6.0,22.0,33.0,22.0,23.0,13.0,7.0,36.0,42.0,17.0,26.0,48.0,42.0,20.0,17.0,22.0
124,,,1.0,8.0,8.0,0.0,4.0,19.0,24.0,22.0,18.0,16.0,23.0,13.0,14.0,45.0,77.0,67.0,37.0,32.0,41.0,79.0,85.0,67.0,61.0,52.0,67.0,92.0,77.0,54.0
125,,,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.0,2.0,0.0,0.0,1.0,4.0,7.0,5.0,2.0,7.0,7.0,2.0,11.0,12.0,2.0,2.0,9.0,9.0,4.0,8.0,10.0
126,,,1.0,5.0,5.0,0.0,5.0,10.0,6.0,6.0,6.0,1.0,14.0,22.0,15.0,23.0,19.0,5.0,15.0,35.0,30.0,23.0,51.0,57.0,48.0,57.0,35.0,7.0,30.0,44.0
127,,,0.0,0.0,0.0,0.0,0.0,5.0,5.0,-1.0,-1.0,0.0,3.0,3.0,4.0,6.0,8.0,6.0,8.0,12.0,23.0,24.0,8.0,7.0,9.0,9.0,9.0,14.0,14.0,10.0
128,,,0.0,4.0,4.0,0.0,1.0,9.0,11.0,3.0,14.0,18.0,10.0,8.0,15.0,19.0,19.0,13.0,7.0,26.0,34.0,28.0,22.0,42.0,44.0,25.0,21.0,41.0,46.0,21.0
129,,,4.0,16.0,16.0,0.0,10.0,15.0,18.0,20.0,21.0,28.0,27.0,13.0,0.0,0.0,25.0,117.0,110.0,19.0,29.0,47.0,55.0,53.0,17.0,31.0,43.0,17.0,16.0,20.0
130,,,0.0,3.0,3.0,0.0,3.0,5.0,7.0,11.0,7.0,11.0,20.0,10.0,2.0,10.0,17.0,19.0,10.0,9.0,17.0,24.0,34.0,31.0,33.0,35.0,15.0,1.0,22.0,35.0
131,,,1.0,1.0,1.0,0.0,1.0,7.0,11.0,11.0,6.0,9.0,26.0,20.0,4.0,7.0,11.0,17.0,14.0,13.0,22.0,43.0,54.0,39.0,47.0,50.0,25.0,7.0,35.0,48.0
132,,,1.0,8.0,8.0,0.0,8.0,29.0,27.0,22.0,24.0,88.0,80.0,30.0,61.0,61.0,42.0,104.0,147.0,73.0,70.0,85.0,137.0,167.0,117.0,86.0,35.0,67.0,66.0,60.0
133,,,0.0,4.0,4.0,0.0,5.0,11.0,7.0,15.0,20.0,21.0,24.0,25.0,23.0,42.0,58.0,44.0,49.0,60.0,57.0,48.0,73.0,77.0,79.0,106.0,70.0,42.0,67.0,78.0
134,,,0.0,0.0,0.0,0.0,16.0,18.0,2.0,9.0,13.0,12.0,12.0,11.0,17.0,22.0,34.0,22.0,16.0,25.0,13.0,4.0,17.0,32.0,29.0,23.0,13.0,4.0,0.0,9.0
135,,,0.0,4.0,4.0,0.0,2.0,3.0,1.0,0.0,0.0,13.0,13.0,2.0,11.0,18.0,16.0,15.0,14.0,9.0,9.0,13.0,23.0,32.0,32.0,27.0,17.0,7.0,12.0,28.0
136,,,0.0,5.0,5.0,0.0,9.0,19.0,20.0,21.0,21.0,31.0,35.0,17.0,22.0,32.0,31.0,35.0,37.0,24.0,10.0,22.0,48.0,53.0,32.0,22.0,15.0,5.0,8.0,15.0
137,,,0.0,2.0,2.0,0.0,0.0,0.0,5.0,6.0,5.0,12.0,12.0,8.0,11.0,7.0,29.0,44.0,24.0,9.0,6.0,6.0,34.0,42.0,14.0,19.0,16.0,11.0,22.0,20.0
138,,,0.0,0.0,0.0,0.0,2.0,11.0,14.0,5.0,6.0,31.0,31.0,20.0,19.0,17.0,40.0,58.0,42.0,44.0,46.0,14.0,60.0,89.0,91.0,99.0,57.0,20.0,27.0,58.0
139,,,0.0,16.0,16.0,0.0,14.0,25.0,12.0,14.0,22.0,28.0,24.0,21.0,29.0,24.0,87.0,89.0,39.0,33.0,15.0,8.0,52.0,60.0,19.0,37.0,34.0,12.0,10.0,6.0
140,,,2.0,0.0,0.0,0.0,19.0,43.0,29.0,14.0,43.0,56.0,27.0,22.0,31.0,23.0,9.0,-3.0,13.0,24.0,21.0,13.0,27.0,38.0,23.0,37.0,34.0,11.0,9.0,7.0
141,,,77.0,98.0,105.0,67.0,120.0,100.0,305.0,485.0,180.0,203.0,203.0,354.0,354.0,231.0,530.0,681.0,507.0,244.0,315.0,196.0,446.0,709.0,403.0,201.0,61.0,351.0,525.0,174.0
142,,,4.0,4.0,4.0,7.0,3.0,9.0,10.0,9.0,16.0,9.0,3.0,8.0,10.0,10.0,10.0,9.0,8.0,6.0,6.0,11.0,13.0,12.0,15.0,15.0,18.0,14.0,6.0,3.0
143,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,5.0,8.0,4.0,2.0,2.0,1.0,2.0,3.0,2.0,5.0,9.0,7.0,4.0,4.0,2.0,4.0,6.0,2.0
144,,,5.0,5.0,5.0,5.0,4.0,5.0,1.0,2.0,2.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
145,,,1.0,1.0,0.0,5.0,5.0,6.0,6.0,10.0,10.0,3.0,5.0,4.0,7.0,12.0,25.0,19.0,11.0,10.0,11.0,29.0,21.0,14.0,13.0,4.0,7.0,7.0,6.0,4.0
146,,,2.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,5.0,8.0,4.0,11.0,10.0,0.0,0.0,8.0,11.0,3.0,14.0,14.0,0.0,0.0,13.0,14.0,1.0
147,,,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,3.0,2.0,1.0,8.0,8.0,0.0
148,,,1.0,1.0,0.0,1.0,3.0,4.0,2.0,2.0,2.0,8.0,11.0,3.0,5.0,8.0,12.0,13.0,8.0,6.0,5.0,16.0,21.0,15.0,9.0,13.0,22.0,12.0,9.0,8.0
149,,,1.0,1.0,0.0,8.0,8.0,5.0,7.0,5.0,3.0,16.0,26.0,14.0,13.0,16.0,8.0,2.0,1.0,9.0,15.0,14.0,8.0,8.0,14.0,6.0,6.0,9.0,6.0,3.0
150,,,0.0,0.0,0.0,0.0,4.0,7.0,9.0,13.0,17.0,10.0,0.0,6.0,20.0,16.0,18.0,31.0,15.0,12.0,17.0,19.0,14.0,11.0,18.0,11.0,8.0,7.0,8.0,5.0
151,,,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,5.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,4.0,6.0,6.0,3.0,0.0,3.0,3.0,2.0,2.0
152,,,3.0,2.0,3.0,7.0,7.0,12.0,10.0,14.0,13.0,9.0,9.0,3.0,5.0,9.0,18.0,15.0,6.0,2.0,3.0,5.0,2.0,3.0,3.0,0.0,2.0,7.0,5.0,0.0
153,,,0.0,0.0,0.0,-1.0,-1.0,1.0,6.0,5.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,14.0,12.0,-10.0,-8.0,5.0,4.0,3.0,7.0,5.0,0.0,5.0,5.0,0.0
154,,,0.0,0.0,1.0,1.0,0.0,9.0,9.0,12.0,12.0,0.0,0.0,19.0,25.0,16.0,32.0,22.0,30.0,60.0,30.0,0.0,10.0,77.0,96.0,48.0,28.0,9.0,2.0,2.0
155,,,3.0,3.0,0.0,4.0,4.0,1.0,7.0,6.0,5.0,12.0,11.0,4.0,3.0,16.0,21.0,12.0,44.0,40.0,0.0,0.0,39.0,77.0,51.0,24.0,16.0,14.0,9.0,0.0
156,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,5.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,4.0,2.0,0.0
157,,,2.0,1.0,5.0,5.0,3.0,10.0,12.0,5.0,-2.0,-2.0,6.0,6.0,2.0,6.0,9.0,5.0,0.0,3.0,4.0,3.0,2.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0
158,,,0.0,0.0,1.0,5.0,8.0,4.0,0.0,3.0,3.0,9.0,9.0,1.0,5.0,15.0,13.0,4.0,3.0,1.0,7.0,13.0,9.0,11.0,8.0,3.0,4.0,5.0,12.0,8.0
159,,,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,4.0,2.0,1.0,0.0,8.0,11.0,4.0,1.0,0.0,0.0,1.0,2.0,1.0
160,,,10.0,10.0,3.0,7.0,9.0,13.0,50.0,50.0,8.0,46.0,49.0,23.0,27.0,47.0,40.0,31.0,42.0,18.0,22.0,31.0,27.0,23.0,46.0,37.0,6.0,28.0,45.0,23.0
161,,,5.0,5.0,2.0,2.0,4.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,-1.0,1.0,2.0,3.0,4.0,1.0,3.0,3.0,-1.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0
162,,,88.0,43.0,0.0,137.0,189.0,52.0,194.0,352.0,262.0,223.0,221.0,350.0,461.0,377.0,309.0,321.0,319.0,279.0,212.0,223.0,267.0,302.0,326.0,280.0,205.0,198.0,282.0,153.0
163,,,3.0,0.0,9.0,13.0,4.0,6.0,7.0,12.0,11.0,0.0,8.0,28.0,43.0,36.0,23.0,31.0,21.0,20.0,34.0,24.0,24.0,25.0,13.0,17.0,21.0,11.0,16.0,13.0
164,,,0.0,0.0,2.0,6.0,4.0,2.0,8.0,8.0,9.0,7.0,0.0,4.0,7.0,11.0,18.0,19.0,11.0,4.0,11.0,11.0,9.0,11.0,8.0,9.0,6.0,4.0,6.0,3.0
165,,,0.0,0.0,4.0,5.0,1.0,7.0,11.0,15.0,46.0,35.0,0.0,16.0,27.0,35.0,38.0,30.0,29.0,17.0,20.0,32.0,30.0,22.0,16.0,16.0,14.0,10.0,14.0,10.0
166,,,7.0,0.0,6.0,6.0,0.0,62.0,74.0,39.0,53.0,26.0,16.0,47.0,48.0,42.0,25.0,72.0,93.0,43.0,66.0,86.0,88.0,67.0,61.0,73.0,53.0,65.0,68.0,53.0
167,,,0.0,0.0,5.0,33.0,28.0,4.0,24.0,31.0,15.0,4.0,1.0,26.0,32.0,12.0,13.0,8.0,20.0,25.0,12.0,7.0,35.0,41.0,19.0,21.0,8.0,0.0,23.0,26.0
168,,,1.0,0.0,3.0,9.0,6.0,13.0,25.0,12.0,19.0,21.0,5.0,10.0,18.0,24.0,17.0,5.0,13.0,23.0,17.0,12.0,6.0,19.0,28.0,16.0,7.0,2.0,7.0,5.0
169,,,0.0,0.0,7.0,9.0,2.0,11.0,15.0,27.0,32.0,37.0,30.0,18.0,31.0,20.0,19.0,14.0,46.0,47.0,7.0,11.0,26.0,30.0,20.0,19.0,10.0,11.0,13.0,13.0
170,,,6.0,0.0,0.0,6.0,6.0,0.0,4.0,9.0,9.0,4.0,1.0,1.0,2.0,2.0,0.0,4.0,6.0,7.0,8.0,8.0,31.0,30.0,10.0,35.0,35.0,6.0,19.0,20.0
171,,,1.0,0.0,3.0,14.0,11.0,10.0,22.0,24.0,12.0,15.0,20.0,9.0,16.0,32.0,23.0,19.0,20.0,12.0,15.0,16.0,17.0,17.0,14.0,5.0,7.0,13.0,16.0,15.0
172,,,0.0,0.0,0.0,0.0,0.0,23.0,29.0,15.0,14.0,5.0,0.0,3.0,10.0,15.0,12.0,12.0,16.0,10.0,5.0,3.0,7.0,7.0,7.0,10.0,3.0,6.0,14.0,17.0
173,,,4.0,0.0,14.0,16.0,2.0,5.0,7.0,11.0,10.0,6.0,5.0,2.0,7.0,17.0,22.0,12.0,8.0,7.0,2.0,4.0,16.0,13.0,13.0,15.0,5.0,6.0,25.0,29.0
174,,,1.0,0.0,4.0,13.0,9.0,0.0,5.0,14.0,24.0,33.0,18.0,17.0,31.0,28.0,20.0,6.0,36.0,36.0,1.0,1.0,30.0,40.0,10.0,23.0,46.0,43.0,22.0,3.0
175,,,0.0,0.0,0.0,3.0,3.0,9.0,29.0,29.0,13.0,4.0,1.0,9.0,64.0,61.0,26.0,24.0,13.0,10.0,10.0,12.0,18.0,27.0,17.0,6.0,7.0,7.0,0.0,2.0
176,,,1.0,0.0,11.0,19.0,8.0,11.0,19.0,15.0,10.0,6.0,7.0,11.0,11.0,29.0,36.0,23.0,15.0,30.0,38.0,31.0,49.0,46.0,22.0,23.0,41.0,27.0,8.0,20.0
177,,,0.0,0.0,9.0,9.0,0.0,6.0,16.0,22.0,26.0,15.0,1.0,8.0,23.0,21.0,15.0,14.0,22.0,17.0,13.0,17.0,17.0,19.0,12.0,12.0,8.0,5.0,6.0,5.0
178,,,4.0,0.0,1.0,19.0,18.0,0.0,1.0,2.0,7.0,10.0,14.0,24.0,23.0,20.0,20.0,15.0,11.0,5.0,6.0,6.0,10.0,14.0,4.0,0.0,0.0,16.0,20.0,4.0
179,,,0.0,0.0,0.0,2.0,2.0,6.0,6.0,0.0,9.0,14.0,6.0,2.0,8.0,9.0,15.0,14.0,12.0,13.0,7.0,9.0,29.0,34.0,19.0,29.0,22.0,6.0,22.0,19.0
180,,,4.0,0.0,1.0,6.0,5.0,15.0,21.0,17.0,32.0,25.0,13.0,25.0,32.0,26.0,31.0,21.0,27.0,33.0,9.0,3.0,28.0,42.0,28.0,23.0,16.0,15.0,25.0,17.0
181,,,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,6.0,6.0,4.0,4.0,6.0,3.0,2.0,152.0,150.0,-143.0,-142.0,2.0,9.0,8.0,4.0,7.0
182,,,3.0,0.0,9.0,13.0,4.0,1.0,3.0,7.0,10.0,5.0,0.0,16.0,23.0,17.0,16.0,23.0,37.0,20.0,6.0,10.0,22.0,22.0,12.0,8.0,0.0,13.0,19.0,10.0
183,,,1.0,0.0,8.0,23.0,15.0,8.0,28.0,26.0,7.0,8.0,10.0,8.0,17.0,21.0,24.0,15.0,41.0,48.0,9.0,2.0,31.0,53.0,48.0,51.0,26.0,12.0,24.0,28.0
184,,,0.0,0.0,1.0,2.0,1.0,5.0,9.0,8.0,4.0,4.0,8.0,9.0,9.0,8.0,7.0,7.0,10.0,8.0,2.0,0.0,13.0,17.0,7.0,6.0,5.0,4.0,9.0,11.0
185,,,1.0,0.0,1.0,4.0,3.0,10.0,13.0,7.0,7.0,3.0,0.0,4.0,8.0,10.0,11.0,5.0,8.0,14.0,6.0,5.0,18.0,14.0,7.0,10.0,8.0,5.0,8.0,8.0
186,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,5.0,7.0,4.0,1.0,0.0,6.0,7.0,1.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0
187,,,1.0,0.0,1.0,7.0,6.0,5.0,18.0,13.0,12.0,12.0,3.0,3.0,13.0,25.0,21.0,11.0,16.0,14.0,14.0,24.0,25.0,26.0,16.0,12.0,8.0,5.0,13.0,11.0
188,,,5.0,0.0,1.0,13.0,12.0,0.0,1.0,33.0,32.0,0.0,15.0,46.0,42.0,19.0,23.0,15.0,15.0,34.0,30.0,13.0,14.0,15.0,7.0,11.0,10.0,4.0,12.0,18.0
189,,,0.0,0.0,0.0,2.0,2.0,0.0,11.0,16.0,5.0,1.0,6.0,8.0,3.0,1.0,1.0,9.0,9.0,0.0,0.0,8.0,8.0,2.0,9.0,7.0,0.0,3.0,3.0,0.0
190,,,2.0,2.0,0.0,2.0,6.0,4.0,7.0,10.0,6.0,5.0,4.0,8.0,10.0,5.0,1.0,15.0,17.0,4.0,2.0,19.0,23.0,11.0,10.0,4.0,1.0,3.0,5.0,2.0
191,,,0.0,0.0,0.0,3.0,3.0,0.0,12.0,14.0,2.0,0.0,1.0,4.0,6.0,3.0,0.0,4.0,4.0,0.0,0.0,10.0,16.0,13.0,7.0,0.0,0.0,3.0,4.0,1.0
192,,,4.0,4.0,0.0,2.0,10.0,8.0,5.0,7.0,4.0,4.0,4.0,2.0,5.0,9.0,4.0,15.0,18.0,5.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,7.0,6.0,1.0
193,,,5.0,5.0,0.0,3.0,5.0,2.0,0.0,4.0,4.0,0.0,1.0,3.0,6.0,4.0,0.0,2.0,2.0,3.0,3.0,3.0,8.0,10.0,7.0,4.0,2.0,0.0,1.0,1.0
194,,,3.0,3.0,0.0,3.0,3.0,0.0,15.0,26.0,16.0,5.0,0.0,0.0,8.0,9.0,1.0,13.0,15.0,2.0,0.0,9.0,12.0,4.0,3.0,2.0,0.0,7.0,7.0,0.0
195,,,3.0,3.0,0.0,1.0,5.0,4.0,11.0,15.0,6.0,2.0,3.0,5.0,3.0,5.0,4.0,19.0,20.0,1.0,0.0,13.0,13.0,7.0,12.0,5.0,1.0,2.0,12.0,11.0
196,,,0.0,0.0,0.0,1.0,1.0,0.0,4.0,6.0,5.0,3.0,0.0,2.0,3.0,6.0,5.0,10.0,10.0,3.0,3.0,15.0,19.0,7.0,4.0,3.0,3.0,2.0,2.0,1.0
197,,,6.0,6.0,0.0,0.0,1.0,5.0,6.0,2.0,7.0,10.0,7.0,8.0,8.0,14.0,19.0,18.0,22.0,13.0,2.0,9.0,10.0,9.0,18.0,13.0,2.0,6.0,11.0,6.0
198,,,2.0,4.0,2.0,4.0,8.0,5.0,6.0,5.0,4.0,4.0,3.0,5.0,2.0,4.0,10.0,6.0,2.0,6.0,12.0,8.0,9.0,14.0,5.0,0.0,1.0,1.0,0.0,0.0
199,,,1.0,1.0,0.0,3.0,6.0,7.0,5.0,1.0,13.0,17.0,29.0,27.0,18.0,23.0,21.0,29.0,44.0,35.0,10.0,23.0,38.0,39.0,29.0,15.0,12.0,10.0,13.0,9.0
200,,,1.0,3.0,2.0,0.0,6.0,12.0,11.0,7.0,5.0,4.0,1.0,9.0,14.0,14.0,18.0,16.0,9.0,3.0,16.0,22.0,9.0,5.0,5.0,6.0,5.0,5.0,6.0,2.0
201,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,5.0,6.0,4.0,4.0,3.0,5.0,12.0,8.0,0.0,7.0,8.0,1.0,2.0,8.0,11.0,7.0,2.0,1.0,1.0
202,,,2.0,2.0,0.0,0.0,1.0,7.0,12.0,12.0,6.0,0.0,11.0,15.0,4.0,7.0,10.0,3.0,0.0,0.0,6.0,6.0,4.0,4.0,2.0,2.0,3.0,4.0,6.0,5.0
203,,,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,6.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
204,,,19.0,19.0,0.0,0.0,6.0,11.0,7.0,15.0,30.0,17.0,6.0,29.0,31.0,10.0,15.0,13.0,0.0,0.0,28.0,41.0,19.0,25.0,34.0,23.0,9.0,13.0,12.0,0.0
205,,,3.0,3.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,4.0,2.0
206,,,3.0,8.0,5.0,0.0,17.0,21.0,4.0,0.0,27.0,30.0,7.0,14.0,21.0,25.0,25.0,30.0,23.0,6.0,8.0,17.0,20.0,18.0,17.0,19.0,13.0,15.0,42.0,29.0
207,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,6.0,6.0,0.0,0.0,3.0,3.0,2.0,2.0
208,,,5.0,7.0,2.0,0.0,9.0,15.0,7.0,5.0,4.0,7.0,8.0,4.0,4.0,5.0,9.0,8.0,12.0,9.0,0.0,15.0,23.0,10.0,7.0,8.0,4.0,4.0,7.0,4.0
209,,,0.0,5.0,5.0,2.0,2.0,3.0,7.0,8.0,4.0,3.0,4.0,3.0,8.0,12.0,15.0,15.0,6.0,0.0,7.0,8.0,2.0,11.0,14.0,12.0,13.0,7.0,3.0,1.0
210,,,3.0,3.0,0.0,0.0,9.0,14.0,24.0,26.0,16.0,14.0,12.0,18.0,11.0,15.0,30.0,17.0,16.0,51.0,44.0,23.0,16.0,42.0,58.0,16.0,38.0,55.0,34.0,17.0
211,,,2.0,2.0,0.0,2.0,2.0,6.0,9.0,10.0,15.0,8.0,0.0,5.0,5.0,15.0,22.0,27.0,22.0,4.0,8.0,16.0,16.0,18.0,21.0,11.0,4.0,21.0,24.0,5.0
212,,,0.0,1.0,1.0,0.0,6.0,7.0,4.0,8.0,10.0,8.0,3.0,1.0,2.0,5.0,8.0,12.0,12.0,4.0,8.0,23.0,21.0,7.0,5.0,10.0,6.0,1.0,2.0,1.0
213,,,6.0,8.0,0.0,0.0,7.0,16.0,20.0,24.0,28.0,20.0,5.0,18.0,18.0,30.0,45.0,19.0,20.0,17.0,5.0,4.0,58.0,72.0,49.0,35.0,9.0,29.0,32.0,12.0
214,,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,2.0,3.0,4.0,4.0,11.0,10.0,0.0,4.0,7.0,3.0,5.0,8.0,5.0,2.0,6.0,6.0,4.0,4.0
215,,,0.0,2.0,2.0,0.0,0.0,3.0,5.0,4.0,9.0,7.0,2.0,7.0,8.0,15.0,19.0,7.0,8.0,11.0,7.0,13.0,13.0,6.0,5.0,4.0,3.0,2.0,1.0,1.0
216,,,7.0,7.0,0.0,0.0,18.0,18.0,45.0,49.0,7.0,18.0,20.0,17.0,23.0,17.0,15.0,15.0,11.0,6.0,4.0,18.0,24.0,13.0,11.0,13.0,6.0,9.0,16.0,7.0
217,,,1.0,1.0,0.0,1.0,7.0,10.0,7.0,8.0,8.0,7.0,6.0,3.0,5.0,6.0,5.0,8.0,8.0,3.0,9.0,15.0,14.0,8.0,6.0,9.0,3.0,0.0,6.0,6.0
218,,,0.0,0.0,0.0,0.0,2.0,2.0,6.0,8.0,2.0,1.0,2.0,1.0,0.0,6.0,10.0,4.0,0.0,0.0,15.0,21.0,10.0,4.0,5.0,5.0,5.0,8.0,4.0,1.0
219,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,0.0
220,,,1.0,1.0,0.0,0.0,2.0,20.0,26.0,27.0,22.0,11.0,8.0,1.0,5.0,10.0,11.0,6.0,7.0,6.0,2.0,14.0,22.0,14.0,13.0,10.0,1.0,5.0,8.0,3.0
221,,,2.0,2.0,0.0,0.0,4.0,4.0,2.0,6.0,6.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,4.0,3.0,7.0,11.0,5.0,2.0,9.0,10.0,3.0,3.0,2.0
222,,,4.0,4.0,0.0,0.0,0.0,2.0,4.0,7.0,8.0,3.0,5.0,5.0,3.0,4.0,6.0,8.0,3.0,0.0,6.0,7.0,2.0,5.0,7.0,7.0,4.0,6.0,6.0,0.0
223,,,3.0,3.0,0.0,0.0,4.0,5.0,4.0,6.0,3.0,1.0,1.0,9.0,17.0,13.0,15.0,22.0,14.0,38.0,46.0,17.0,28.0,32.0,11.0,0.0,5.0,19.0,14.0,0.0
224,,,5.0,5.0,0.0,4.0,7.0,3.0,0.0,4.0,4.0,7.0,18.0,18.0,13.0,11.0,5.0,13.0,23.0,10.0,0.0,8.0,14.0,17.0,16.0,22.0,19.0,5.0,3.0,0.0
225,,,0.0,-2.0,-2.0,0.0,45.0,49.0,12.0,16.0,8.0,9.0,32.0,49.0,40.0,28.0,38.0,32.0,28.0,27.0,26.0,32.0,14.0,14.0,24.0,28.0,29.0,26.0,48.0,34.0
226,,,1.0,2.0,0.0,0.0,31.0,43.0,25.0,19.0,6.0,0.0,27.0,78.0,68.0,42.0,85.0,72.0,35.0,47.0,43.0,43.0,39.0,72.0,79.0,54.0,80.0,68.0,100.0,80.0
227,,,10.0,10.0,0.0,1.0,5.0,7.0,3.0,4.0,4.0,0.0,0.0,2.0,2.0,6.0,10.0,7.0,3.0,0.0,10.0,10.0,0.0,8.0,8.0,0.0,3.0,3.0,3.0,3.0
228,,,0.0,0.0,0.0,2.0,2.0,6.0,7.0,5.0,7.0,7.0,5.0,3.0,4.0,2.0,15.0,22.0,19.0,14.0,2.0,28.0,33.0,11.0,12.0,10.0,4.0,0.0,7.0,7.0
229,,,42.0,42.0,0.0,0.0,62.0,96.0,77.0,149.0,112.0,37.0,36.0,38.0,97.0,178.0,195.0,135.0,100.0,94.0,121.0,109.0,100.0,114.0,113.0,101.0,75.0,38.0,109.0,108.0
230,,,0.0,0.0,0.0,6.0,10.0,5.0,4.0,5.0,5.0,5.0,2.0,4.0,7.0,5.0,10.0,9.0,5.0,5.0,2.0,3.0,6.0,7.0,4.0,6.0,6.0,3.0,3.0,1.0
231,,,1.0,2.0,1.0,0.0,0.0,1.0,4.0,6.0,11.0,15.0,8.0,3.0,6.0,7.0,11.0,11.0,3.0,5.0,8.0,8.0,8.0,6.0,6.0,6.0,5.0,2.0,12.0,12.0
232,,,2.0,2.0,0.0,0.0,3.0,10.0,14.0,11.0,8.0,6.0,2.0,3.0,7.0,4.0,11.0,16.0,5.0,0.0,1.0,2.0,7.0,10.0,11.0,16.0,9.0,2.0,11.0,9.0
233,,,4.0,4.0,0.0,5.0,12.0,7.0,6.0,17.0,11.0,0.0,18.0,28.0,10.0,11.0,29.0,20.0,2.0,10.0,12.0,8.0,9.0,10.0,12.0,19.0,15.0,4.0,8.0,5.0
234,,,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,0.0,3.0,4.0,4.0,3.0,2.0,3.0,5.0,5.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0
