,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09
112,7.0,8.0,8.0,8.0,8.0,8.0,27.0,35.0,40.0,47.0,52.0,61.0,61.0,66.0,80.0,80.0,64.0,77.0,86.0,90.0,96.0,99.0,106.0,110.0,121.0,121.0,127.0,139.0,143.0,147.0
113,5.0,5.0,5.0,10.0,10.0,10.0,10.0,16.0,16.0,22.0,26.0,38.0,40.0,52.0,78.0,87.0,95.0,116.0,133.0,149.0,156.0,156.0,203.0,258.0,280.0,296.0,312.0,312.0,312.0,346.0
114,0.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0,7.0,7.0,15.0,15.0,18.0,20.0,20.0,25.0,37.0,37.0,40.0,44.0,49.0,60.0,71.0,81.0,82.0,82.0,87.0,90.0
115,3.0,3.0,3.0,5.0,5.0,5.0,15.0,19.0,22.0,23.0,25.0,25.0,36.0,38.0,43.0,49.0,64.0,78.0,108.0,108.0,120.0,135.0,173.0,218.0,239.0,262.0,267.0,269.0,277.0,307.0
116,2.0,3.0,3.0,7.0,7.0,7.0,10.0,15.0,19.0,19.0,19.0,19.0,32.0,32.0,40.0,54.0,54.0,74.0,100.0,106.0,115.0,115.0,150.0,168.0,183.0,200.0,208.0,215.0,227.0,243.0
117,0.0,0.0,0.0,6.0,6.0,6.0,15.0,18.0,20.0,23.0,24.0,25.0,25.0,25.0,34.0,39.0,40.0,40.0,40.0,40.0,43.0,47.0,60.0,70.0,79.0,89.0,94.0,95.0,104.0,107.0
118,0.0,0.0,0.0,3.0,3.0,3.0,6.0,26.0,46.0,64.0,72.0,82.0,90.0,98.0,105.0,124.0,133.0,146.0,152.0,158.0,166.0,166.0,207.0,222.0,238.0,263.0,283.0,283.0,297.0,312.0
119,4.0,7.0,7.0,7.0,7.0,7.0,8.0,27.0,44.0,54.0,64.0,76.0,85.0,87.0,94.0,107.0,121.0,132.0,147.0,156.0,162.0,162.0,195.0,217.0,239.0,259.0,279.0,279.0,299.0,312.0
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,10.0,13.0,16.0,19.0,22.0,25.0,30.0,32.0,35.0,37.0,39.0,46.0,52.0,59.0,67.0,75.0,77.0,79.0,82.0,97.0
121,0.0,0.0,0.0,1.0,1.0,1.0,1.0,11.0,11.0,1.0,1.0,8.0,48.0,49.0,53.0,71.0,71.0,111.0,119.0,124.0,127.0,128.0,139.0,153.0,182.0,197.0,198.0,198.0,218.0,218.0
122,3.0,7.0,7.0,17.0,17.0,17.0,27.0,40.0,58.0,66.0,179.0,196.0,219.0,228.0,271.0,359.0,359.0,607.0,691.0,738.0,748.0,791.0,883.0,1008.0,1093.0,1172.0,1189.0,1189.0,1309.0,1310.0
123,2.0,2.0,1.0,3.0,3.0,3.0,5.0,7.0,8.0,12.0,14.0,14.0,21.0,25.0,27.0,47.0,60.0,69.0,83.0,82.0,90.0,118.0,132.0,135.0,158.0,183.0,200.0,203.0,217.0,225.0
124,1.0,2.0,2.0,10.0,10.0,10.0,14.0,29.0,38.0,51.0,56.0,67.0,79.0,80.0,93.0,125.0,170.0,192.0,207.0,224.0,248.0,303.0,333.0,370.0,394.0,422.0,461.0,514.0,538.0,568.0
125,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,6.0,8.0,8.0,8.0,8.0,9.0,12.0,16.0,17.0,18.0,24.0,25.0,26.0,36.0,38.0,38.0,40.0,47.0,49.0,51.0,57.0,61.0
126,1.0,2.0,2.0,7.0,7.0,7.0,12.0,17.0,18.0,23.0,24.0,24.0,38.0,46.0,53.0,69.0,72.0,74.0,87.0,109.0,117.0,132.0,168.0,189.0,216.0,246.0,251.0,253.0,281.0,297.0
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,4.0,4.0,7.0,7.0,11.0,13.0,19.0,19.0,27.0,31.0,50.0,55.0,58.0,62.0,67.0,71.0,76.0,85.0,90.0,95.0
128,0.0,0.0,0.0,4.0,4.0,4.0,5.0,13.0,16.0,16.0,30.0,34.0,40.0,42.0,55.0,61.0,74.0,74.0,81.0,100.0,115.0,128.0,137.0,170.0,181.0,195.0,202.0,236.0,248.0,257.0
129,14.0,18.0,18.0,34.0,34.0,34.0,44.0,49.0,62.0,69.0,83.0,97.0,110.0,110.0,110.0,110.0,135.0,227.0,245.0,246.0,274.0,293.0,329.0,346.0,346.0,377.0,389.0,394.0,405.0,414.0
130,0.0,0.0,0.0,3.0,3.0,3.0,6.0,8.0,13.0,19.0,20.0,30.0,40.0,40.0,42.0,50.0,59.0,69.0,69.0,78.0,86.0,102.0,120.0,133.0,153.0,168.0,168.0,169.0,190.0,204.0
131,0.0,1.0,1.0,2.0,2.0,2.0,3.0,9.0,14.0,20.0,20.0,29.0,46.0,49.0,50.0,56.0,61.0,73.0,75.0,86.0,97.0,129.0,151.0,168.0,198.0,218.0,223.0,225.0,258.0,273.0
132,0.0,1.0,1.0,9.0,9.0,9.0,17.0,38.0,44.0,60.0,68.0,148.0,148.0,178.0,209.0,239.0,251.0,343.0,398.0,416.0,468.0,501.0,605.0,668.0,722.0,754.0,757.0,821.0,823.0,881.0
133,4.0,4.0,4.0,8.0,8.0,8.0,13.0,19.0,20.0,34.0,40.0,55.0,64.0,80.0,87.0,122.0,145.0,166.0,194.0,226.0,251.0,274.0,324.0,351.0,403.0,457.0,473.0,499.0,540.0,577.0
134,0.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,18.0,27.0,31.0,39.0,43.0,50.0,60.0,72.0,94.0,94.0,110.0,119.0,123.0,123.0,140.0,155.0,169.0,178.0,182.0,182.0,182.0,191.0
135,0.0,0.0,0.0,4.0,4.0,4.0,6.0,7.0,7.0,7.0,7.0,20.0,20.0,22.0,31.0,40.0,47.0,55.0,61.0,64.0,70.0,77.0,93.0,109.0,125.0,136.0,142.0,143.0,154.0,171.0
136,3.0,3.0,3.0,8.0,8.0,8.0,17.0,27.0,37.0,48.0,58.0,79.0,93.0,96.0,115.0,128.0,146.0,163.0,183.0,187.0,193.0,209.0,241.0,262.0,273.0,284.0,288.0,289.0,296.0,304.0
137,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,7.0,8.0,12.0,20.0,24.0,28.0,35.0,35.0,64.0,79.0,88.0,88.0,94.0,94.0,128.0,136.0,142.0,155.0,158.0,166.0,180.0,186.0
138,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,16.0,16.0,22.0,47.0,53.0,67.0,72.0,84.0,112.0,142.0,154.0,186.0,200.0,200.0,260.0,289.0,351.0,388.0,408.0,408.0,435.0,466.0
139,0.0,0.0,0.0,16.0,16.0,16.0,30.0,41.0,42.0,55.0,64.0,83.0,88.0,104.0,117.0,128.0,204.0,217.0,243.0,250.0,258.0,258.0,310.0,318.0,329.0,355.0,363.0,367.0,373.0,373.0
140,15.0,17.0,17.0,17.0,17.0,17.0,36.0,60.0,65.0,74.0,108.0,130.0,135.0,152.0,166.0,175.0,175.0,172.0,188.0,196.0,209.0,209.0,236.0,247.0,259.0,284.0,293.0,295.0,302.0,302.0
141,81.0,118.0,158.0,216.0,263.0,283.0,383.0,383.0,688.0,868.0,868.0,1071.0,1071.0,1425.0,1425.0,1656.0,1955.0,2337.0,2462.0,2581.0,2777.0,2777.0,3223.0,3486.0,3626.0,3687.0,3687.0,4038.0,4212.0,4212.0
142,0.0,0.0,4.0,4.0,8.0,11.0,11.0,20.0,21.0,29.0,37.0,38.0,40.0,46.0,50.0,56.0,60.0,65.0,68.0,71.0,74.0,82.0,87.0,94.0,102.0,109.0,120.0,123.0,126.0,126.0
143,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,8.0,11.0,12.0,13.0,14.0,14.0,16.0,17.0,18.0,22.0,27.0,29.0,31.0,33.0,33.0,37.0,39.0,39.0
144,3.0,3.0,8.0,8.0,13.0,13.0,17.0,18.0,18.0,20.0,20.0,24.0,24.0,27.0,28.0,28.0,29.0,29.0,31.0,31.0,31.0,32.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0
145,0.0,0.0,1.0,1.0,1.0,6.0,6.0,12.0,12.0,22.0,22.0,25.0,27.0,29.0,34.0,41.0,59.0,60.0,70.0,70.0,81.0,99.0,102.0,113.0,115.0,117.0,122.0,124.0,128.0,128.0
146,3.0,3.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,8.0,8.0,8.0,8.0,13.0,16.0,17.0,27.0,27.0,27.0,27.0,35.0,38.0,38.0,52.0,52.0,52.0,52.0,65.0,66.0,66.0
147,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,10.0,12.0,13.0,14.0,14.0,22.0,22.0,22.0
148,2.0,2.0,3.0,3.0,3.0,4.0,6.0,8.0,8.0,10.0,10.0,18.0,21.0,21.0,26.0,29.0,38.0,42.0,46.0,48.0,51.0,64.0,72.0,79.0,81.0,92.0,103.0,104.0,112.0,112.0
149,4.0,4.0,5.0,5.0,5.0,13.0,13.0,18.0,20.0,23.0,23.0,39.0,49.0,53.0,62.0,69.0,70.0,71.0,71.0,80.0,86.0,94.0,94.0,102.0,108.0,108.0,114.0,117.0,120.0,120.0
150,1.0,1.0,1.0,1.0,1.0,1.0,5.0,8.0,14.0,21.0,31.0,31.0,31.0,37.0,51.0,53.0,69.0,84.0,84.0,96.0,101.0,115.0,115.0,126.0,133.0,137.0,141.0,144.0,149.0,149.0
151,2.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,6.0,6.0,6.0,11.0,11.0,13.0,13.0,13.0,14.0,16.0,18.0,18.0,19.0,22.0,25.0,28.0,28.0,28.0,31.0,31.0,33.0,33.0
152,1.0,2.0,4.0,4.0,7.0,11.0,14.0,23.0,24.0,37.0,37.0,46.0,46.0,49.0,51.0,58.0,69.0,73.0,75.0,75.0,78.0,80.0,80.0,83.0,83.0,83.0,85.0,90.0,90.0,90.0
153,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,9.0,11.0,23.0,23.0,13.0,15.0,18.0,19.0,21.0,26.0,26.0,26.0,31.0,31.0,31.0
154,0.0,0.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,22.0,22.0,22.0,22.0,41.0,47.0,57.0,79.0,79.0,109.0,139.0,139.0,139.0,149.0,216.0,245.0,264.0,273.0,273.0,275.0,275.0
155,0.0,0.0,3.0,3.0,3.0,7.0,7.0,8.0,14.0,14.0,19.0,26.0,30.0,30.0,33.0,46.0,54.0,58.0,98.0,98.0,98.0,98.0,137.0,175.0,188.0,199.0,204.0,213.0,213.0,213.0
156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,13.0,15.0,17.0,17.0,17.0
157,3.0,4.0,5.0,5.0,10.0,10.0,13.0,20.0,25.0,25.0,23.0,23.0,29.0,29.0,31.0,35.0,40.0,40.0,40.0,43.0,44.0,46.0,46.0,49.0,51.0,51.0,51.0,51.0,51.0,51.0
158,1.0,1.0,1.0,1.0,2.0,6.0,10.0,10.0,10.0,13.0,13.0,22.0,22.0,23.0,27.0,38.0,40.0,42.0,43.0,43.0,50.0,56.0,59.0,67.0,67.0,70.0,71.0,75.0,83.0,83.0
159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,8.0,9.0,10.0,10.0,10.0,18.0,21.0,22.0,22.0,22.0,22.0,23.0,24.0,24.0
160,32.0,32.0,42.0,42.0,45.0,49.0,54.0,62.0,104.0,112.0,112.0,158.0,161.0,181.0,188.0,228.0,228.0,259.0,270.0,277.0,292.0,308.0,319.0,331.0,365.0,368.0,371.0,396.0,416.0,419.0
161,1.0,1.0,6.0,6.0,8.0,8.0,12.0,13.0,15.0,15.0,15.0,15.0,15.0,15.0,14.0,16.0,16.0,19.0,20.0,20.0,23.0,23.0,22.0,23.0,23.0,25.0,26.0,26.0,26.0,26.0
162,35.0,80.0,123.0,123.0,123.0,260.0,312.0,312.0,506.0,664.0,768.0,887.0,989.0,1237.0,1450.0,1614.0,1759.0,1935.0,2078.0,2214.0,2290.0,2437.0,2557.0,2739.0,2883.0,3019.0,3088.0,3217.0,3370.0,3370.0
163,3.0,6.0,6.0,6.0,15.0,19.0,19.0,25.0,26.0,37.0,37.0,37.0,45.0,65.0,88.0,101.0,111.0,132.0,132.0,152.0,166.0,176.0,190.0,201.0,203.0,218.0,224.0,229.0,240.0,242.0
164,0.0,0.0,0.0,0.0,2.0,6.0,6.0,8.0,14.0,16.0,23.0,23.0,23.0,27.0,30.0,38.0,48.0,57.0,59.0,61.0,70.0,72.0,79.0,83.0,87.0,92.0,93.0,96.0,99.0,99.0
165,1.0,1.0,1.0,1.0,5.0,6.0,6.0,13.0,17.0,28.0,63.0,63.0,63.0,79.0,90.0,114.0,128.0,144.0,157.0,161.0,177.0,193.0,207.0,215.0,223.0,231.0,237.0,241.0,251.0,251.0
166,8.0,15.0,15.0,15.0,21.0,21.0,21.0,83.0,95.0,122.0,148.0,148.0,164.0,195.0,212.0,237.0,237.0,309.0,330.0,352.0,396.0,438.0,484.0,505.0,545.0,578.0,598.0,643.0,666.0,696.0
167,5.0,5.0,5.0,5.0,10.0,38.0,38.0,42.0,62.0,73.0,77.0,77.0,78.0,103.0,110.0,115.0,123.0,123.0,143.0,148.0,155.0,155.0,190.0,196.0,209.0,217.0,217.0,217.0,240.0,243.0
168,4.0,5.0,5.0,5.0,8.0,14.0,14.0,27.0,39.0,39.0,58.0,60.0,63.0,70.0,81.0,94.0,98.0,99.0,111.0,122.0,128.0,134.0,134.0,153.0,162.0,169.0,169.0,171.0,176.0,176.0
169,1.0,1.0,1.0,1.0,8.0,10.0,10.0,21.0,25.0,48.0,57.0,85.0,87.0,103.0,118.0,123.0,137.0,137.0,183.0,184.0,190.0,195.0,216.0,225.0,236.0,244.0,246.0,255.0,259.0,268.0
170,0.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,16.0,21.0,25.0,25.0,26.0,26.0,28.0,28.0,28.0,32.0,34.0,39.0,42.0,47.0,73.0,77.0,83.0,112.0,118.0,118.0,137.0,138.0
171,3.0,4.0,4.0,4.0,7.0,18.0,18.0,28.0,40.0,52.0,52.0,67.0,72.0,76.0,88.0,108.0,111.0,127.0,131.0,139.0,146.0,155.0,163.0,172.0,177.0,177.0,184.0,190.0,200.0,205.0
172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,29.0,38.0,43.0,43.0,43.0,46.0,53.0,61.0,65.0,73.0,81.0,83.0,86.0,86.0,93.0,93.0,100.0,103.0,103.0,109.0,117.0,126.0
173,2.0,6.0,6.0,6.0,20.0,22.0,22.0,27.0,29.0,38.0,39.0,44.0,44.0,46.0,51.0,63.0,73.0,75.0,81.0,82.0,83.0,86.0,99.0,99.0,112.0,114.0,117.0,120.0,142.0,149.0
174,4.0,5.0,5.0,5.0,9.0,18.0,18.0,18.0,23.0,32.0,47.0,65.0,65.0,82.0,96.0,110.0,116.0,116.0,152.0,152.0,153.0,153.0,183.0,193.0,193.0,216.0,239.0,259.0,261.0,262.0
175,0.0,0.0,0.0,0.0,0.0,3.0,3.0,12.0,32.0,41.0,45.0,45.0,46.0,54.0,110.0,115.0,136.0,139.0,149.0,149.0,159.0,161.0,177.0,188.0,194.0,194.0,201.0,201.0,201.0,203.0
176,1.0,2.0,2.0,2.0,13.0,21.0,21.0,32.0,40.0,47.0,50.0,53.0,57.0,64.0,68.0,93.0,104.0,116.0,119.0,146.0,157.0,177.0,206.0,223.0,228.0,246.0,269.0,273.0,277.0,293.0
177,3.0,3.0,3.0,3.0,12.0,12.0,12.0,18.0,28.0,40.0,54.0,55.0,55.0,63.0,78.0,84.0,93.0,98.0,115.0,115.0,128.0,132.0,145.0,151.0,157.0,163.0,165.0,168.0,171.0,173.0
178,3.0,7.0,7.0,7.0,8.0,26.0,26.0,26.0,27.0,28.0,34.0,38.0,48.0,62.0,71.0,82.0,91.0,97.0,102.0,102.0,108.0,108.0,118.0,122.0,122.0,122.0,122.0,138.0,142.0,142.0
179,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,8.0,8.0,17.0,22.0,23.0,24.0,31.0,33.0,46.0,47.0,58.0,60.0,65.0,69.0,94.0,103.0,113.0,132.0,135.0,138.0,157.0,157.0
180,1.0,5.0,5.0,5.0,6.0,11.0,11.0,26.0,32.0,43.0,64.0,68.0,77.0,93.0,109.0,119.0,140.0,140.0,167.0,173.0,176.0,176.0,204.0,218.0,232.0,241.0,248.0,256.0,273.0,273.0
181,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,8.0,8.0,11.0,14.0,17.0,18.0,21.0,24.0,24.0,26.0,176.0,176.0,33.0,34.0,35.0,43.0,43.0,47.0,50.0
182,2.0,5.0,5.0,5.0,14.0,18.0,18.0,19.0,21.0,26.0,31.0,31.0,31.0,47.0,54.0,64.0,70.0,87.0,107.0,107.0,113.0,117.0,135.0,139.0,147.0,147.0,147.0,160.0,166.0,170.0
183,0.0,1.0,1.0,1.0,9.0,24.0,24.0,32.0,52.0,58.0,59.0,66.0,69.0,74.0,86.0,95.0,110.0,110.0,151.0,158.0,160.0,160.0,191.0,213.0,239.0,264.0,265.0,276.0,289.0,304.0
184,2.0,2.0,2.0,2.0,3.0,4.0,4.0,9.0,13.0,17.0,17.0,21.0,25.0,30.0,34.0,38.0,41.0,45.0,51.0,53.0,53.0,53.0,66.0,70.0,73.0,76.0,78.0,80.0,87.0,91.0
185,3.0,4.0,4.0,4.0,5.0,8.0,8.0,18.0,21.0,25.0,28.0,28.0,28.0,32.0,36.0,42.0,47.0,47.0,55.0,61.0,61.0,66.0,79.0,80.0,86.0,90.0,94.0,95.0,102.0,103.0
186,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,5.0,6.0,10.0,13.0,14.0,14.0,14.0,20.0,21.0,21.0,23.0,25.0,26.0,28.0,29.0,30.0,33.0,34.0
187,0.0,1.0,1.0,1.0,2.0,8.0,8.0,13.0,26.0,26.0,38.0,38.0,41.0,41.0,54.0,66.0,75.0,77.0,91.0,91.0,105.0,115.0,130.0,141.0,146.0,153.0,154.0,158.0,167.0,169.0
188,1.0,6.0,6.0,6.0,7.0,19.0,19.0,19.0,20.0,52.0,52.0,52.0,67.0,98.0,109.0,117.0,132.0,132.0,147.0,166.0,177.0,179.0,191.0,194.0,198.0,205.0,208.0,209.0,220.0,227.0
189,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,13.0,18.0,18.0,19.0,24.0,27.0,27.0,28.0,28.0,37.0,37.0,37.0,37.0,45.0,45.0,47.0,54.0,54.0,54.0,57.0,57.0,57.0
190,5.0,5.0,7.0,7.0,7.0,9.0,13.0,13.0,20.0,23.0,26.0,28.0,30.0,36.0,40.0,41.0,41.0,56.0,58.0,60.0,60.0,79.0,83.0,90.0,93.0,94.0,94.0,97.0,99.0,99.0
191,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,15.0,17.0,17.0,17.0,18.0,21.0,24.0,24.0,24.0,28.0,28.0,28.0,28.0,38.0,44.0,51.0,51.0,51.0,51.0,54.0,55.0,55.0
192,2.0,2.0,6.0,6.0,6.0,8.0,16.0,16.0,21.0,23.0,25.0,27.0,29.0,29.0,34.0,38.0,38.0,53.0,56.0,58.0,58.0,60.0,61.0,62.0,64.0,64.0,65.0,71.0,71.0,72.0
193,3.0,3.0,8.0,8.0,8.0,11.0,13.0,13.0,13.0,17.0,17.0,17.0,18.0,20.0,24.0,24.0,24.0,26.0,26.0,29.0,29.0,32.0,37.0,42.0,44.0,46.0,46.0,46.0,47.0,47.0
194,1.0,1.0,4.0,4.0,4.0,7.0,7.0,7.0,22.0,33.0,38.0,38.0,38.0,38.0,46.0,47.0,47.0,60.0,62.0,62.0,62.0,71.0,74.0,75.0,77.0,77.0,77.0,84.0,84.0,84.0
195,1.0,1.0,4.0,4.0,4.0,5.0,9.0,9.0,20.0,24.0,26.0,26.0,29.0,31.0,32.0,36.0,36.0,55.0,56.0,56.0,56.0,69.0,69.0,76.0,81.0,81.0,82.0,83.0,94.0,94.0
196,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,10.0,12.0,15.0,15.0,15.0,17.0,18.0,23.0,23.0,33.0,33.0,36.0,36.0,51.0,55.0,58.0,59.0,61.0,62.0,63.0,64.0,64.0
197,1.0,1.0,7.0,7.0,7.0,7.0,8.0,12.0,14.0,14.0,21.0,24.0,28.0,32.0,36.0,46.0,55.0,64.0,77.0,77.0,79.0,86.0,89.0,95.0,107.0,108.0,109.0,114.0,120.0,120.0
198,1.0,1.0,3.0,5.0,5.0,9.0,13.0,14.0,19.0,19.0,23.0,23.0,26.0,28.0,28.0,32.0,38.0,38.0,40.0,44.0,52.0,52.0,61.0,66.0,66.0,66.0,67.0,67.0,67.0,67.0
199,1.0,1.0,2.0,2.0,2.0,5.0,8.0,12.0,13.0,13.0,26.0,30.0,55.0,57.0,73.0,80.0,94.0,109.0,138.0,144.0,148.0,167.0,186.0,206.0,215.0,221.0,227.0,231.0,240.0,240.0
200,5.0,5.0,6.0,8.0,8.0,8.0,14.0,20.0,25.0,27.0,30.0,31.0,31.0,40.0,45.0,54.0,63.0,70.0,72.0,73.0,88.0,95.0,97.0,100.0,102.0,106.0,107.0,111.0,113.0,113.0
201,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,8.0,10.0,12.0,14.0,15.0,19.0,27.0,27.0,27.0,34.0,35.0,35.0,37.0,43.0,48.0,50.0,50.0,51.0,51.0
202,3.0,3.0,5.0,5.0,5.0,5.0,6.0,12.0,18.0,24.0,24.0,24.0,35.0,39.0,39.0,46.0,49.0,49.0,49.0,49.0,55.0,55.0,59.0,59.0,61.0,61.0,64.0,65.0,70.0,70.0
203,1.0,1.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,10.0,10.0,10.0,14.0,16.0,16.0,17.0,17.0,19.0,20.0,23.0,23.0,23.0,23.0,26.0,26.0,26.0,26.0,26.0
204,0.0,0.0,19.0,19.0,19.0,19.0,25.0,30.0,32.0,45.0,62.0,62.0,68.0,91.0,99.0,101.0,114.0,114.0,114.0,114.0,142.0,155.0,161.0,180.0,195.0,203.0,204.0,216.0,216.0,216.0
205,0.0,0.0,3.0,3.0,3.0,3.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,9.0,10.0,10.0,10.0,12.0,14.0,14.0
206,1.0,1.0,4.0,9.0,9.0,9.0,26.0,30.0,30.0,30.0,57.0,60.0,64.0,74.0,85.0,99.0,110.0,129.0,133.0,135.0,141.0,152.0,161.0,170.0,178.0,189.0,191.0,204.0,233.0,233.0
207,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,6.0,6.0,7.0,8.0,9.0,10.0,10.0,10.0,12.0,12.0,18.0,18.0,18.0,18.0,21.0,21.0,23.0,23.0
208,0.0,0.0,5.0,7.0,7.0,7.0,16.0,22.0,23.0,27.0,27.0,34.0,35.0,38.0,39.0,43.0,48.0,51.0,60.0,60.0,60.0,75.0,83.0,85.0,90.0,93.0,94.0,97.0,101.0,101.0
209,0.0,0.0,0.0,5.0,5.0,7.0,7.0,10.0,14.0,18.0,18.0,21.0,22.0,24.0,30.0,36.0,45.0,51.0,51.0,51.0,58.0,59.0,60.0,70.0,74.0,82.0,87.0,89.0,90.0,90.0
210,0.0,0.0,3.0,3.0,3.0,3.0,12.0,17.0,36.0,43.0,52.0,57.0,64.0,75.0,75.0,90.0,105.0,107.0,121.0,158.0,165.0,181.0,181.0,223.0,239.0,239.0,277.0,294.0,311.0,311.0
211,1.0,1.0,3.0,3.0,3.0,5.0,5.0,11.0,14.0,21.0,29.0,29.0,29.0,34.0,34.0,49.0,56.0,76.0,78.0,80.0,86.0,96.0,102.0,114.0,123.0,125.0,127.0,146.0,151.0,151.0
212,2.0,2.0,2.0,3.0,3.0,3.0,9.0,10.0,13.0,18.0,23.0,26.0,26.0,27.0,28.0,32.0,36.0,44.0,48.0,48.0,56.0,71.0,77.0,78.0,82.0,88.0,88.0,89.0,90.0,90.0
213,5.0,3.0,11.0,11.0,11.0,11.0,18.0,27.0,38.0,51.0,66.0,71.0,71.0,89.0,89.0,119.0,134.0,138.0,154.0,155.0,159.0,159.0,217.0,231.0,266.0,266.0,275.0,295.0,307.0,307.0
214,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,6.0,7.0,10.0,11.0,21.0,21.0,21.0,25.0,28.0,28.0,33.0,36.0,38.0,38.0,44.0,44.0,48.0,48.0
215,0.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,7.0,9.0,16.0,16.0,18.0,23.0,26.0,38.0,45.0,45.0,53.0,56.0,60.0,69.0,73.0,75.0,78.0,79.0,81.0,81.0,82.0,82.0
216,3.0,3.0,10.0,10.0,10.0,10.0,28.0,28.0,73.0,77.0,80.0,95.0,100.0,112.0,123.0,129.0,138.0,144.0,149.0,150.0,153.0,168.0,177.0,181.0,188.0,194.0,194.0,203.0,210.0,210.0
217,0.0,0.0,1.0,1.0,1.0,2.0,8.0,12.0,15.0,20.0,23.0,27.0,29.0,30.0,34.0,36.0,39.0,44.0,47.0,47.0,56.0,62.0,70.0,70.0,76.0,79.0,79.0,79.0,85.0,85.0
218,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,9.0,11.0,11.0,12.0,13.0,13.0,13.0,19.0,23.0,23.0,23.0,23.0,38.0,44.0,48.0,48.0,53.0,53.0,58.0,61.0,62.0,62.0
219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,11.0,11.0,12.0,12.0,14.0,14.0,14.0
220,0.0,0.0,1.0,1.0,1.0,1.0,3.0,21.0,29.0,48.0,51.0,59.0,59.0,60.0,64.0,70.0,75.0,76.0,82.0,82.0,84.0,96.0,106.0,110.0,119.0,120.0,120.0,125.0,128.0,128.0
221,0.0,0.0,2.0,2.0,2.0,2.0,6.0,6.0,8.0,12.0,14.0,15.0,17.0,18.0,21.0,21.0,24.0,24.0,25.0,28.0,28.0,35.0,39.0,40.0,41.0,49.0,51.0,52.0,54.0,54.0
222,0.0,0.0,4.0,4.0,4.0,4.0,4.0,6.0,8.0,13.0,16.0,16.0,21.0,21.0,24.0,25.0,30.0,33.0,33.0,33.0,39.0,40.0,41.0,45.0,48.0,52.0,52.0,58.0,58.0,58.0
223,1.0,1.0,4.0,4.0,4.0,4.0,8.0,9.0,12.0,15.0,15.0,16.0,16.0,25.0,33.0,38.0,48.0,60.0,62.0,98.0,108.0,115.0,136.0,147.0,147.0,147.0,152.0,166.0,166.0,166.0
